0,1,2,3,4,5
CHHATTISGARH,2011,Primary,1228,537,1765
CHHATTISGARH,2011,Middle,1282,629,1911
CHHATTISGARH,2011,Matriculate/Secondary,722,269,991
CHHATTISGARH,2011,Hr. Secondary/Intermediate/Pre-Universit,263,85,348
CHHATTISGARH,2011,Diploma,21,3,24
CHHATTISGARH,2011,Graduate,44,13,57
CHHATTISGARH,2011,Post Graduate and Above,4,1,5
CHHATTISGARH,2011,Total,4527,2229,6756
CHHATTISGARH,2012,No Education,811,507,1318
CHHATTISGARH,2012,Primary,1054,408,1462
CHHATTISGARH,2012,Middle,1200,412,1612
CHHATTISGARH,2012,Matriculate/Secondary,569,200,769
CHHATTISGARH,2012,Hr. Secondary/Intermediate/Pre-Universit,233,63,296
CHHATTISGARH,2012,Diploma,41,13,54
CHHATTISGARH,2012,Graduate,72,24,96
CHHATTISGARH,2012,Post Graduate and Above,34,13,47
CHHATTISGARH,2012,Total,4014,1640,5654
GOA,2001,No Education,55,19,74
GOA,2001,Primary,34,24,58
GOA,2001,Middle,49,27,76
GOA,2001,Matriculate/Secondary,24,18,42
GOA,2001,Hr. Secondary/Intermediate/Pre-Universit,5,1,6
GOA,2001,Diploma,0,0,0
GOA,2001,Graduate,0,0,0
GOA,2001,Post Graduate and Above,0,0,0
GOA,2001,Total,167,89,256
GOA,2002,No Education,46,14,60
GOA,2002,Primary,48,18,66
GOA,2002,Middle,76,25,101
GOA,2002,Matriculate/Secondary,45,18,63
GOA,2002,Hr. Secondary/Intermediate/Pre-Universit,5,6,11
GOA,2002,Diploma,1,1,2
GOA,2002,Graduate,3,1,4
GOA,2002,Post Graduate and Above,2,0,2
GOA,2002,Total,226,83,309
GOA,2003,No Education,44,18,62
GOA,2003,Primary,39,15,54
GOA,2003,Middle,55,30,85
GOA,2003,Matriculate/Secondary,57,15,72
GOA,2003,Hr. Secondary/Intermediate/Pre-Universit,12,5,17
GOA,2003,Diploma,1,0,1
GOA,2003,Graduate,3,3,6
GOA,2003,Post Graduate and Above,2,1,3
GOA,2003,Total,213,87,300
GOA,2004,No Education,51,19,70
GOA,2004,Primary,36,25,61
GOA,2004,Middle,46,26,72
GOA,2004,Matriculate/Secondary,51,21,72
GOA,2004,Hr. Secondary/Intermediate/Pre-Universit,22,8,30
GOA,2004,Diploma,0,0,0
GOA,2004,Graduate,4,2,6
GOA,2004,Post Graduate and Above,2,1,3
GOA,2004,Total,212,102,314
GOA,2005,No Education,42,15,57
GOA,2005,Primary,27,21,48
GOA,2005,Middle,48,20,68
GOA,2005,Matriculate/Secondary,43,14,57
GOA,2005,Hr. Secondary/Intermediate/Pre-Universit,24,9,33
GOA,2005,Diploma,1,0,1
GOA,2005,Graduate,8,6,14
GOA,2005,Post Graduate and Above,4,0,4
GOA,2005,Total,197,85,282
GOA,2006,No Education,30,23,53
GOA,2006,Primary,36,16,52
GOA,2006,Middle,66,26,92
GOA,2006,Matriculate/Secondary,37,15,52
GOA,2006,Hr. Secondary/Intermediate/Pre-Universit,11,10,21
GOA,2006,Diploma,0,0,0
GOA,2006,Graduate,3,2,5
GOA,2006,Post Graduate and Above,0,0,0
GOA,2006,Total,183,92,275
GOA,2007,No Education,41,15,56
GOA,2007,Primary,36,21,57
GOA,2007,Middle,44,25,69
GOA,2007,Matriculate/Secondary,29,22,51
GOA,2007,Hr. Secondary/Intermediate/Pre-Universit,21,5,26
GOA,2007,Diploma,1,0,1
GOA,2007,Graduate,5,4,9
GOA,2007,Post Graduate and Above,1,0,1
GOA,2007,Total,178,92,270
GOA,2008,No Education,35,12,47
GOA,2008,Primary,32,18,50
GOA,2008,Middle,49,35,84
GOA,2008,Matriculate/Secondary,36,20,56
GOA,2008,Hr. Secondary/Intermediate/Pre-Universit,22,16,38
GOA,2008,Diploma,1,1,2
GOA,2008,Graduate,1,2,3
GOA,2008,Post Graduate and Above,7,0,7
GOA,2008,Total,183,104,287
GOA,2009,No Education,33,20,53
GOA,2009,Primary,25,18,43
GOA,2009,Middle,46,26,72
GOA,2009,Matriculate/Secondary,45,16,61
GOA,2009,Hr. Secondary/Intermediate/Pre-Universit,23,10,33
GOA,2009,Diploma,4,0,4
GOA,2009,Graduate,2,2,4
GOA,2009,Post Graduate and Above,6,2,8
GOA,2009,Total,184,94,278
GOA,2010,No Education,40,18,58
GOA,2010,Primary,33,9,42
GOA,2010,Middle,63,24,87
GOA,2010,Matriculate/Secondary,59,26,85
GOA,2010,Hr. Secondary/Intermediate/Pre-Universit,24,7,31
GOA,2010,Diploma,1,0,1
GOA,2010,Graduate,8,2,10
GOA,2010,Post Graduate and Above,8,0,8
GOA,2010,Total,236,86,322
GOA,2011,No Education,20,12,32
GOA,2011,Primary,34,10,44
GOA,2011,Middle,69,36,105
GOA,2011,Matriculate/Secondary,52,28,80
GOA,2011,Hr. Secondary/Intermediate/Pre-Universit,16,8,24
GOA,2011,Diploma,0,0,0
GOA,2011,Graduate,4,3,7
GOA,2011,Post Graduate and Above,0,1,1
GOA,2011,Total,195,98,293
GOA,2012,No Education,21,8,29
GOA,2012,Primary,30,15,45
GOA,2012,Middle,46,22,68
GOA,2012,Matriculate/Secondary,45,22,67
GOA,2012,Hr. Secondary/Intermediate/Pre-Universit,37,24,61
GOA,2012,Diploma,1,1,2
GOA,2012,Graduate,15,1,16
GOA,2012,Post Graduate and Above,1,0,1
GOA,2012,Total,196,93,289
GUJARAT,2001,No Education,568,558,1126
GUJARAT,2001,Primary,862,845,1707
GUJARAT,2001,Middle,572,397,969
GUJARAT,2001,Matriculate/Secondary,477,276,753
GUJARAT,2001,Hr. Secondary/Intermediate/Pre-Universit,114,56,170
GUJARAT,2001,Diploma,13,2,15
GUJARAT,2001,Graduate,31,8,39
GUJARAT,2001,Post Graduate and Above,12,0,12
GUJARAT,2001,Total,2649,2142,4791
GUJARAT,2002,No Education,554,505,1059
GUJARAT,2002,Primary,974,820,1794
GUJARAT,2002,Middle,518,284,802
GUJARAT,2002,Matriculate/Secondary,461,233,694
GUJARAT,2002,Hr. Secondary/Intermediate/Pre-Universit,133,74,207
GUJARAT,2002,Diploma,22,1,23
GUJARAT,2002,Graduate,36,19,55
GUJARAT,2002,Post Graduate and Above,8,2,10
GUJARAT,2002,Total,2706,1938,4644
GUJARAT,2003,No Education,606,537,1143
GUJARAT,2003,Primary,988,728,1716
GUJARAT,2003,Middle,492,311,803
GUJARAT,2003,Matriculate/Secondary,392,220,612
GUJARAT,2003,Hr. Secondary/Intermediate/Pre-Universit,122,86,208
GUJARAT,2003,Diploma,11,6,17
GUJARAT,2003,Graduate,33,22,55
GUJARAT,2003,Post Graduate and Above,6,6,12
GUJARAT,2003,Total,2650,1916,4566
GUJARAT,2004,No Education,743,556,1299
GUJARAT,2004,Primary,975,824,1799
GUJARAT,2004,Middle,467,250,717
GUJARAT,2004,Matriculate/Secondary,464,211,675
GUJARAT,2004,Hr. Secondary/Intermediate/Pre-Universit,146,66,212
GUJARAT,2004,Diploma,12,4,16
GUJARAT,2004,Graduate,34,14,48
GUJARAT,2004,Post Graduate and Above,9,1,10
GUJARAT,2004,Total,2850,1926,4776
GUJARAT,2005,No Education,629,491,1120
GUJARAT,2005,Primary,1090,793,1883
GUJARAT,2005,Middle,520,267,787
GUJARAT,2005,Matriculate/Secondary,438,217,655
GUJARAT,2005,Hr. Secondary/Intermediate/Pre-Universit,149,70,219
GUJARAT,2005,Diploma,14,1,15
GUJARAT,2005,Graduate,35,14,49
GUJARAT,2005,Post Graduate and Above,27,10,37
GUJARAT,2005,Total,2902,1863,4765
GUJARAT,2006,No Education,694,559,1253
GUJARAT,2006,Primary,1138,796,1934
GUJARAT,2006,Middle,549,330,879
GUJARAT,2006,Matriculate/Secondary,461,228,689
GUJARAT,2006,Hr. Secondary/Intermediate/Pre-Universit,146,56,202
GUJARAT,2006,Diploma,11,2,13
GUJARAT,2006,Graduate,35,14,49
GUJARAT,2006,Post Graduate and Above,14,2,16
GUJARAT,2006,Total,3048,1987,5035
GUJARAT,2007,No Education,666,525,1191
GUJARAT,2007,Primary,1164,874,2038
GUJARAT,2007,Middle,640,408,1048
GUJARAT,2007,Matriculate/Secondary,604,283,887
GUJARAT,2007,Hr. Secondary/Intermediate/Pre-Universit,198,89,287
GUJARAT,2007,Diploma,16,8,24
GUJARAT,2007,Graduate,80,18,98
GUJARAT,2007,Post Graduate and Above,7,0,7
GUJARAT,2007,Total,3375,2205,5580
GUJARAT,2008,No Education,824,569,1393
GUJARAT,2008,Primary,1239,930,2169
GUJARAT,2008,Middle,742,455,1197
GUJARAT,2008,Matriculate/Secondary,617,353,970
GUJARAT,2008,Hr. Secondary/Intermediate/Pre-Universit,219,104,323
GUJARAT,2008,Diploma,13,3,16
GUJARAT,2008,Graduate,74,15,89
GUJARAT,2008,Post Graduate and Above,7,1,8
GUJARAT,2008,Total,3735,2430,6165
GUJARAT,2009,No Education,655,618,1273
GUJARAT,2009,Primary,1322,922,2244
GUJARAT,2009,Middle,744,474,1218
GUJARAT,2009,Matriculate/Secondary,643,331,974
GUJARAT,2009,Hr. Secondary/Intermediate/Pre-Universit,226,102,328
GUJARAT,2009,Diploma,15,13,28
GUJARAT,2009,Graduate,60,24,84
GUJARAT,2009,Post Graduate and Above,6,1,7
GUJARAT,2009,Total,3671,2485,6156
GUJARAT,2010,No Education,744,574,1318
GUJARAT,2010,Primary,1245,938,2183
GUJARAT,2010,Middle,775,473,1248
GUJARAT,2010,Matriculate/Secondary,639,290,929
GUJARAT,2010,Hr. Secondary/Intermediate/Pre-Universit,295,86,381
GUJARAT,2010,Diploma,21,3,24
GUJARAT,2010,Graduate,80,27,107
GUJARAT,2010,Post Graduate and Above,14,3,17
GUJARAT,2010,Total,3813,2394,6207
GUJARAT,2011,No Education,636,538,1174
GUJARAT,2011,Primary,1464,951,2415
GUJARAT,2011,Middle,774,484,1258
GUJARAT,2011,Matriculate/Secondary,681,340,1021
GUJARAT,2011,Hr. Secondary/Intermediate/Pre-Universit,251,98,349
GUJARAT,2011,Diploma,25,13,38
GUJARAT,2011,Graduate,73,39,112
GUJARAT,2011,Post Graduate and Above,8,7,15
GUJARAT,2011,Total,3912,2470,6382
GUJARAT,2012,No Education,660,495,1155
GUJARAT,2012,Primary,1549,1024,2573
GUJARAT,2012,Middle,765,545,1310
GUJARAT,2012,Matriculate/Secondary,890,455,1345
GUJARAT,2012,Hr. Secondary/Intermediate/Pre-Universit,318,164,482
GUJARAT,2012,Diploma,30,5,35
GUJARAT,2012,Graduate,131,49,180
GUJARAT,2012,Post Graduate and Above,19,11,30
GUJARAT,2012,Total,4362,2748,7110
HARYANA,2001,No Education,314,169,483
HARYANA,2001,Primary,208,95,303
HARYANA,2001,Middle,305,129,434
HARYANA,2001,Matriculate/Secondary,356,165,521
HARYANA,2001,Hr. Secondary/Intermediate/Pre-Universit,115,67,182
HARYANA,2001,Diploma,48,15,63
HARYANA,2001,Graduate,13,3,16
HARYANA,2001,Post Graduate and Above,5,0,5
HARYANA,2001,Total,1364,643,2007
HARYANA,2002,No Education,383,164,547
HARYANA,2002,Primary,272,88,360
HARYANA,2002,Middle,385,117,502
HARYANA,2002,Matriculate/Secondary,384,214,598
HARYANA,2002,Hr. Secondary/Intermediate/Pre-Universit,77,33,110
HARYANA,2002,Diploma,40,7,47
HARYANA,2002,Graduate,21,7,28
HARYANA,2002,Post Graduate and Above,8,0,8
HARYANA,2002,Total,1570,630,2200
HARYANA,2003,No Education,353,128,481
HARYANA,2003,Primary,245,103,348
HARYANA,2003,Middle,374,129,503
HARYANA,2003,Matriculate/Secondary,425,168,593
HARYANA,2003,Hr. Secondary/Intermediate/Pre-Universit,125,59,184
HARYANA,2003,Diploma,57,15,72
HARYANA,2003,Graduate,31,8,39
HARYANA,2003,Post Graduate and Above,3,4,7
HARYANA,2003,Total,1613,614,2227
HARYANA,2004,No Education,350,150,500
HARYANA,2004,Primary,231,90,321
HARYANA,2004,Middle,325,97,422
HARYANA,2004,Matriculate/Secondary,378,219,597
HARYANA,2004,Hr. Secondary/Intermediate/Pre-Universit,104,42,146
HARYANA,2004,Diploma,29,17,46
HARYANA,2004,Graduate,29,11,40
HARYANA,2004,Post Graduate and Above,8,2,10
HARYANA,2004,Total,1454,628,2082
HARYANA,2005,No Education,255,130,385
HARYANA,2005,Primary,245,103,348
HARYANA,2005,Middle,314,113,427
HARYANA,2005,Matriculate/Secondary,450,182,632
HARYANA,2005,Hr. Secondary/Intermediate/Pre-Universit,157,21,178
HARYANA,2005,Diploma,39,2,41
HARYANA,2005,Graduate,32,2,34
HARYANA,2005,Post Graduate and Above,1,0,1
HARYANA,2005,Total,1493,553,2046
HARYANA,2006,No Education,284,139,423
HARYANA,2006,Primary,268,148,416
HARYANA,2006,Middle,471,152,623
HARYANA,2006,Matriculate/Secondary,463,76,539
HARYANA,2006,Hr. Secondary/Intermediate/Pre-Universit,196,23,219
HARYANA,2006,Diploma,29,6,35
HARYANA,2006,Graduate,24,6,30
HARYANA,2006,Post Graduate and Above,31,0,31
HARYANA,2006,Total,1766,550,2316
HARYANA,2007,No Education,315,140,455
HARYANA,2007,Primary,256,124,380
HARYANA,2007,Middle,367,120,487
HARYANA,2007,Matriculate/Secondary,606,151,757
HARYANA,2007,Hr. Secondary/Intermediate/Pre-Universit,208,34,242
HARYANA,2007,Diploma,46,6,52
HARYANA,2007,Graduate,44,4,48
HARYANA,2007,Post Graduate and Above,10,2,12
HARYANA,2007,Total,1852,581,2433
HARYANA,2008,No Education,364,148,512
HARYANA,2008,Primary,361,148,509
HARYANA,2008,Middle,361,153,514
HARYANA,2008,Matriculate/Secondary,563,161,724
HARYANA,2008,Hr. Secondary/Intermediate/Pre-Universit,214,52,266
HARYANA,2008,Diploma,49,11,60
HARYANA,2008,Graduate,41,8,49
HARYANA,2008,Post Graduate and Above,21,1,22
HARYANA,2008,Total,1974,682,2656
HARYANA,2009,No Education,452,142,594
HARYANA,2009,Primary,416,184,600
HARYANA,2009,Middle,345,123,468
HARYANA,2009,Matriculate/Secondary,348,151,499
HARYANA,2009,Hr. Secondary/Intermediate/Pre-Universit,151,53,204
HARYANA,2009,Diploma,35,12,47
HARYANA,2009,Graduate,47,15,62
HARYANA,2009,Post Graduate and Above,21,8,29
HARYANA,2009,Total,1815,688,2503
HARYANA,2010,No Education,297,143,440
HARYANA,2010,Primary,384,134,518
HARYANA,2010,Middle,409,141,550
HARYANA,2010,Matriculate/Secondary,415,137,552
HARYANA,2010,Hr. Secondary/Intermediate/Pre-Universit,240,81,321
HARYANA,2010,Diploma,48,8,56
HARYANA,2010,Graduate,61,21,82
HARYANA,2010,Post Graduate and Above,324,52,376
HARYANA,2010,Total,2178,717,2895
HARYANA,2011,No Education,575,155,730
HARYANA,2011,Primary,487,140,627
HARYANA,2011,Middle,392,148,540
HARYANA,2011,Matriculate/Secondary,660,194,854
HARYANA,2011,Hr. Secondary/Intermediate/Pre-Universit,248,109,357
HARYANA,2011,Diploma,43,12,55
HARYANA,2011,Graduate,54,23,77
HARYANA,2011,Post Graduate and Above,5,0,5
HARYANA,2011,Total,2464,781,3245
HARYANA,2012,No Education,351,120,471
HARYANA,2012,Primary,301,157,458
HARYANA,2012,Middle,378,173,551
HARYANA,2012,Matriculate/Secondary,570,204,774
HARYANA,2012,Hr. Secondary/Intermediate/Pre-Universit,270,68,338
HARYANA,2012,Diploma,92,20,112
HARYANA,2012,Graduate,74,13,87
HARYANA,2012,Post Graduate and Above,35,1,36
HARYANA,2012,Total,2071,756,2827
HIMACHAL PRADESH,2001,No Education,27,25,52
HIMACHAL PRADESH,2001,Primary,39,34,73
HIMACHAL PRADESH,2001,Middle,38,22,60
HIMACHAL PRADESH,2001,Matriculate/Secondary,60,40,100
HIMACHAL PRADESH,2001,Hr. Secondary/Intermediate/Pre-Universit,6,5,11
HIMACHAL PRADESH,2001,Diploma,1,0,1
HIMACHAL PRADESH,2001,Graduate,3,4,7
HIMACHAL PRADESH,2001,Post Graduate and Above,3,0,3
HIMACHAL PRADESH,2001,Total,177,130,307
HIMACHAL PRADESH,2002,No Education,26,20,46
HIMACHAL PRADESH,2002,Primary,33,28,61
HIMACHAL PRADESH,2002,Middle,31,34,65
HIMACHAL PRADESH,2002,Matriculate/Secondary,89,33,122
HIMACHAL PRADESH,2002,Hr. Secondary/Intermediate/Pre-Universit,25,8,33
HIMACHAL PRADESH,2002,Diploma,1,0,1
HIMACHAL PRADESH,2002,Graduate,2,2,4
HIMACHAL PRADESH,2002,Post Graduate and Above,1,1,2
HIMACHAL PRADESH,2002,Total,208,126,334
HIMACHAL PRADESH,2003,No Education,35,16,51
HIMACHAL PRADESH,2003,Primary,40,28,68
HIMACHAL PRADESH,2003,Middle,50,34,84
HIMACHAL PRADESH,2003,Matriculate/Secondary,68,39,107
HIMACHAL PRADESH,2003,Hr. Secondary/Intermediate/Pre-Universit,35,24,59
HIMACHAL PRADESH,2003,Diploma,4,1,5
HIMACHAL PRADESH,2003,Graduate,8,3,11
HIMACHAL PRADESH,2003,Post Graduate and Above,0,1,1
HIMACHAL PRADESH,2003,Total,240,146,386
HIMACHAL PRADESH,2004,No Education,16,16,32
HIMACHAL PRADESH,2004,Primary,43,29,72
HIMACHAL PRADESH,2004,Middle,64,43,107
HIMACHAL PRADESH,2004,Matriculate/Secondary,85,37,122
HIMACHAL PRADESH,2004,Hr. Secondary/Intermediate/Pre-Universit,16,7,23
HIMACHAL PRADESH,2004,Diploma,4,0,4
HIMACHAL PRADESH,2004,Graduate,5,2,7
HIMACHAL PRADESH,2004,Post Graduate and Above,3,1,4
HIMACHAL PRADESH,2004,Total,236,135,371
HIMACHAL PRADESH,2005,No Education,14,16,30
HIMACHAL PRADESH,2005,Primary,15,20,35
HIMACHAL PRADESH,2005,Middle,57,37,94
HIMACHAL PRADESH,2005,Matriculate/Secondary,88,43,131
HIMACHAL PRADESH,2005,Hr. Secondary/Intermediate/Pre-Universit,26,23,49
HIMACHAL PRADESH,2005,Diploma,3,0,3
HIMACHAL PRADESH,2005,Graduate,9,5,14
HIMACHAL PRADESH,2005,Post Graduate and Above,2,1,3
HIMACHAL PRADESH,2005,Total,214,145,359
HIMACHAL PRADESH,2006,No Education,23,20,43
HIMACHAL PRADESH,2006,Primary,31,34,65
HIMACHAL PRADESH,2006,Middle,64,35,99
HIMACHAL PRADESH,2006,Matriculate/Secondary,121,48,169
HIMACHAL PRADESH,2006,Hr. Secondary/Intermediate/Pre-Universit,43,11,54
HIMACHAL PRADESH,2006,Diploma,3,2,5
HIMACHAL PRADESH,2006,Graduate,11,4,15
HIMACHAL PRADESH,2006,Post Graduate and Above,5,2,7
HIMACHAL PRADESH,2006,Total,301,156,457
HIMACHAL PRADESH,2007,No Education,14,10,24
HIMACHAL PRADESH,2007,Primary,32,27,59
HIMACHAL PRADESH,2007,Middle,62,32,94
HIMACHAL PRADESH,2007,Matriculate/Secondary,116,54,170
HIMACHAL PRADESH,2007,Hr. Secondary/Intermediate/Pre-Universit,22,14,36
HIMACHAL PRADESH,2007,Diploma,5,3,8
HIMACHAL PRADESH,2007,Graduate,6,4,10
HIMACHAL PRADESH,2007,Post Graduate and Above,1,0,1
HIMACHAL PRADESH,2007,Total,258,144,402
HIMACHAL PRADESH,2008,No Education,29,12,41
HIMACHAL PRADESH,2008,Primary,59,32,91
HIMACHAL PRADESH,2008,Middle,96,49,145
HIMACHAL PRADESH,2008,Matriculate/Secondary,184,76,260
HIMACHAL PRADESH,2008,Hr. Secondary/Intermediate/Pre-Universit,36,39,75
HIMACHAL PRADESH,2008,Diploma,1,0,1
HIMACHAL PRADESH,2008,Graduate,11,5,16
HIMACHAL PRADESH,2008,Post Graduate and Above,1,0,1
HIMACHAL PRADESH,2008,Total,417,213,630
HIMACHAL PRADESH,2009,No Education,28,22,50
HIMACHAL PRADESH,2009,Primary,34,29,63
HIMACHAL PRADESH,2009,Middle,71,29,100
HIMACHAL PRADESH,2009,Matriculate/Secondary,138,79,217
HIMACHAL PRADESH,2009,Hr. Secondary/Intermediate/Pre-Universit,65,28,93
HIMACHAL PRADESH,2009,Diploma,7,1,8
HIMACHAL PRADESH,2009,Graduate,23,6,29
HIMACHAL PRADESH,2009,Post Graduate and Above,0,0,0
HIMACHAL PRADESH,2009,Total,366,194,560
HIMACHAL PRADESH,2010,No Education,39,27,66
HIMACHAL PRADESH,2010,Primary,45,29,74
HIMACHAL PRADESH,2010,Middle,59,36,95
HIMACHAL PRADESH,2010,Matriculate/Secondary,126,60,186
HIMACHAL PRADESH,2010,Hr. Secondary/Intermediate/Pre-Universit,51,30,81
HIMACHAL PRADESH,2010,Diploma,15,6,21
HIMACHAL PRADESH,2010,Graduate,9,6,15
HIMACHAL PRADESH,2010,Post Graduate and Above,4,0,4
HIMACHAL PRADESH,2010,Total,348,194,542
HIMACHAL PRADESH,2011,No Education,37,12,49
HIMACHAL PRADESH,2011,Primary,26,25,51
HIMACHAL PRADESH,2011,Middle,43,36,79
HIMACHAL PRADESH,2011,Matriculate/Secondary,95,62,157
HIMACHAL PRADESH,2011,Hr. Secondary/Intermediate/Pre-Universit,35,30,65
HIMACHAL PRADESH,2011,Diploma,7,1,8
HIMACHAL PRADESH,2011,Graduate,23,7,30
HIMACHAL PRADESH,2011,Post Graduate and Above,3,1,4
HIMACHAL PRADESH,2011,Total,269,174,443
HIMACHAL PRADESH,2012,No Education,48,21,69
HIMACHAL PRADESH,2012,Primary,46,27,73
HIMACHAL PRADESH,2012,Middle,58,30,88
HIMACHAL PRADESH,2012,Matriculate/Secondary,125,55,180
HIMACHAL PRADESH,2012,Hr. Secondary/Intermediate/Pre-Universit,50,27,77
HIMACHAL PRADESH,2012,Diploma,8,3,11
HIMACHAL PRADESH,2012,Graduate,11,7,18
HIMACHAL PRADESH,2012,Post Graduate and Above,8,4,12
HIMACHAL PRADESH,2012,Total,354,174,528
JAMMU & KASHMIR,2001,No Education,29,19,48
JAMMU & KASHMIR,2001,Primary,11,17,28
JAMMU & KASHMIR,2001,Middle,17,10,27
JAMMU & KASHMIR,2001,Matriculate/Secondary,20,9,29
JAMMU & KASHMIR,2001,Hr. Secondary/Intermediate/Pre-Universit,10,4,14
JAMMU & KASHMIR,2001,Diploma,2,0,2
JAMMU & KASHMIR,2001,Graduate,2,2,4
JAMMU & KASHMIR,2001,Post Graduate and Above,0,1,1
JAMMU & KASHMIR,2001,Total,91,62,153
JAMMU & KASHMIR,2002,No Education,18,32,50
JAMMU & KASHMIR,2002,Primary,18,17,35
JAMMU & KASHMIR,2002,Middle,27,19,46
JAMMU & KASHMIR,2002,Matriculate/Secondary,20,12,32
JAMMU & KASHMIR,2002,Hr. Secondary/Intermediate/Pre-Universit,8,3,11
JAMMU & KASHMIR,2002,Diploma,1,0,1
JAMMU & KASHMIR,2002,Graduate,0,1,1
JAMMU & KASHMIR,2002,Post Graduate and Above,4,4,8
JAMMU & KASHMIR,2002,Total,96,88,184
JAMMU & KASHMIR,2003,No Education,9,27,36
JAMMU & KASHMIR,2003,Primary,11,16,27
JAMMU & KASHMIR,2003,Middle,19,16,35
JAMMU & KASHMIR,2003,Matriculate/Secondary,15,9,24
JAMMU & KASHMIR,2003,Hr. Secondary/Intermediate/Pre-Universit,7,2,9
JAMMU & KASHMIR,2003,Diploma,0,0,0
JAMMU & KASHMIR,2003,Graduate,0,1,1
JAMMU & KASHMIR,2003,Post Graduate and Above,2,4,6
JAMMU & KASHMIR,2003,Total,63,75,138
JAMMU & KASHMIR,2004,No Education,12,20,32
JAMMU & KASHMIR,2004,Primary,12,13,25
JAMMU & KASHMIR,2004,Middle,9,14,23
JAMMU & KASHMIR,2004,Matriculate/Secondary,13,10,23
JAMMU & KASHMIR,2004,Hr. Secondary/Intermediate/Pre-Universit,4,0,4
JAMMU & KASHMIR,2004,Diploma,0,0,0
JAMMU & KASHMIR,2004,Graduate,0,1,1
JAMMU & KASHMIR,2004,Post Graduate and Above,1,3,4
JAMMU & KASHMIR,2004,Total,51,61,112
JAMMU & KASHMIR,2005,No Education,45,26,71
JAMMU & KASHMIR,2005,Primary,41,22,63
JAMMU & KASHMIR,2005,Middle,60,30,90
JAMMU & KASHMIR,2005,Matriculate/Secondary,31,9,40
JAMMU & KASHMIR,2005,Hr. Secondary/Intermediate/Pre-Universit,13,8,21
JAMMU & KASHMIR,2005,Diploma,0,0,0
JAMMU & KASHMIR,2005,Graduate,6,3,9
JAMMU & KASHMIR,2005,Post Graduate and Above,0,0,0
JAMMU & KASHMIR,2005,Total,196,98,294
JAMMU & KASHMIR,2006,No Education,30,33,63
JAMMU & KASHMIR,2006,Primary,24,20,44
JAMMU & KASHMIR,2006,Middle,45,20,65
JAMMU & KASHMIR,2006,Matriculate/Secondary,41,25,66
JAMMU & KASHMIR,2006,Hr. Secondary/Intermediate/Pre-Universit,4,6,10
JAMMU & KASHMIR,2006,Diploma,1,0,1
JAMMU & KASHMIR,2006,Graduate,3,4,7
JAMMU & KASHMIR,2006,Post Graduate and Above,4,2,6
JAMMU & KASHMIR,2006,Total,152,110,262
JAMMU & KASHMIR,2007,No Education,38,22,60
JAMMU & KASHMIR,2007,Primary,24,15,39
JAMMU & KASHMIR,2007,Middle,39,18,57
JAMMU & KASHMIR,2007,Matriculate/Secondary,41,19,60
JAMMU & KASHMIR,2007,Hr. Secondary/Intermediate/Pre-Universit,9,6,15
JAMMU & KASHMIR,2007,Diploma,0,0,0
JAMMU & KASHMIR,2007,Graduate,1,1,2
JAMMU & KASHMIR,2007,Post Graduate and Above,1,0,1
JAMMU & KASHMIR,2007,Total,153,81,234
JAMMU & KASHMIR,2008,No Education,26,31,57
JAMMU & KASHMIR,2008,Primary,14,15,29
JAMMU & KASHMIR,2008,Middle,39,28,67
JAMMU & KASHMIR,2008,Matriculate/Secondary,56,47,103
JAMMU & KASHMIR,2008,Hr. Secondary/Intermediate/Pre-Universit,24,10,34
JAMMU & KASHMIR,2008,Diploma,13,2,15
JAMMU & KASHMIR,2008,Graduate,2,0,2
JAMMU & KASHMIR,2008,Post Graduate and Above,3,0,3
JAMMU & KASHMIR,2008,Total,177,133,310
JAMMU & KASHMIR,2009,No Education,23,29,52
JAMMU & KASHMIR,2009,Primary,7,20,27
JAMMU & KASHMIR,2009,Middle,34,27,61
JAMMU & KASHMIR,2009,Matriculate/Secondary,56,45,101
JAMMU & KASHMIR,2009,Hr. Secondary/Intermediate/Pre-Universit,13,11,24
JAMMU & KASHMIR,2009,Diploma,7,3,10
JAMMU & KASHMIR,2009,Graduate,13,10,23
JAMMU & KASHMIR,2009,Post Graduate and Above,15,8,23
JAMMU & KASHMIR,2009,Total,168,153,321
JAMMU & KASHMIR,2010,No Education,37,34,71
JAMMU & KASHMIR,2010,Primary,17,21,38
JAMMU & KASHMIR,2010,Middle,26,35,61
JAMMU & KASHMIR,2010,Matriculate/Secondary,29,33,62
JAMMU & KASHMIR,2010,Hr. Secondary/Intermediate/Pre-Universit,6,13,19
JAMMU & KASHMIR,2010,Diploma,2,0,2
JAMMU & KASHMIR,2010,Graduate,4,0,4
JAMMU & KASHMIR,2010,Post Graduate and Above,1,1,2
JAMMU & KASHMIR,2010,Total,122,137,259
JAMMU & KASHMIR,2011,No Education,45,35,80
JAMMU & KASHMIR,2011,Primary,16,27,43
JAMMU & KASHMIR,2011,Middle,28,34,62
JAMMU & KASHMIR,2011,Matriculate/Secondary,32,30,62
JAMMU & KASHMIR,2011,Hr. Secondary/Intermediate/Pre-Universit,11,9,20
JAMMU & KASHMIR,2011,Diploma,5,1,6
JAMMU & KASHMIR,2011,Graduate,4,3,7
JAMMU & KASHMIR,2011,Post Graduate and Above,3,4,7
JAMMU & KASHMIR,2011,Total,144,143,287
JAMMU & KASHMIR,2012,No Education,36,62,98
