0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
JAMMU & KASHMIR,2012,Death of Dear Person,0,0,0,0,0,0,0,0,1,0,0,1,1
JAMMU & KASHMIR,2012,Dowry Dispute,0,0,0,0,0,0,0,1,2,0,0,3,3
JAMMU & KASHMIR,2012,Divorce,0,0,0,0,0,0,0,2,1,1,0,4,4
JAMMU & KASHMIR,2012,Drug Abuse/Addiction,0,1,2,1,0,4,0,0,0,0,0,0,4
JAMMU & KASHMIR,2012,Failure in Examination,0,4,0,0,0,4,0,7,0,0,0,7,11
JAMMU & KASHMIR,2012,Fall in Social Reputation,0,0,1,2,0,3,0,0,0,1,1,2,5
JAMMU & KASHMIR,2012,Family Problems,1,5,11,1,0,18,0,13,15,2,0,30,48
JAMMU & KASHMIR,2012,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2012,Illegitimate Pregnancy,0,0,0,0,0,0,0,4,1,0,0,5,5
JAMMU & KASHMIR,2012,Love Affairs,0,9,1,0,0,10,1,14,0,0,0,15,25
JAMMU & KASHMIR,2012,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,2012,Poverty,0,0,1,1,0,2,0,0,2,0,0,2,4
JAMMU & KASHMIR,2012,Professional/Career Problem,0,0,1,2,0,3,0,2,0,0,0,2,5
JAMMU & KASHMIR,2012,Property Dispute,0,0,1,2,0,3,0,1,0,1,0,2,5
JAMMU & KASHMIR,2012,Unemployment,0,0,4,0,0,4,0,2,1,0,0,3,7
JAMMU & KASHMIR,2012,Causes Not known,0,26,22,12,7,67,0,35,22,5,1,63,130
JAMMU & KASHMIR,2012,Other Causes (Please Specity),1,6,17,10,2,36,1,13,16,3,1,34,70
JAMMU & KASHMIR,2012,Total,2,56,74,40,20,192,2,101,68,19,32,222,414
JAMMU & KASHMIR,2012,Total Illness,0,2,8,8,11,29,0,4,3,5,5,17,46
JHARKHAND,2001,Bankruptcy or Sudden change in Economic,0,0,17,5,0,22,0,0,0,0,0,0,22
JHARKHAND,2001,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2001,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2001,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2001,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2001,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2001,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2001,Insanity/Mental Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2001,Other Prolonged Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2001,Death of Dear Person,0,0,3,0,0,3,0,0,0,8,0,8,11
JHARKHAND,2001,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2001,Divorce,0,0,0,0,0,0,0,9,0,0,0,9,9
JHARKHAND,2001,Drug Abuse/Addiction,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2001,Failure in Examination,3,3,0,0,0,6,1,1,0,0,0,2,8
JHARKHAND,2001,Fall in Social Reputation,0,0,3,0,0,3,0,0,2,0,0,2,5
JHARKHAND,2001,Family Problems,0,0,0,1,0,1,0,0,21,0,0,21,22
JHARKHAND,2001,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2001,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2001,Love Affairs,0,0,0,0,0,0,0,20,0,0,0,20,20
JHARKHAND,2001,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2001,Poverty,0,5,0,0,0,5,0,0,2,0,0,2,7
JHARKHAND,2001,Professional/Career Problem,0,3,2,1,0,6,0,0,0,0,0,0,6
JHARKHAND,2001,Property Dispute,0,0,1,0,0,1,0,0,0,0,0,0,1
JHARKHAND,2001,Unemployment,0,9,7,1,1,18,0,1,0,0,0,1,19
JHARKHAND,2001,Causes Not known,0,7,11,7,0,25,1,7,0,2,0,10,35
JHARKHAND,2001,Other Causes (Please Specity),1,18,12,11,9,51,3,12,6,13,0,34,85
JHARKHAND,2001,Total,4,45,56,26,10,141,5,50,31,23,0,109,250
JHARKHAND,2001,Total Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2002,Bankruptcy or Sudden change in Economic Status,0,0,15,6,0,21,0,0,0,0,0,0,21
JHARKHAND,2002,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2002,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2002,Not having Children (Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2002,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2002,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2002,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2002,Insanity/Mental Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2002,Other Prolonged Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2002,Death of Dear Person,0,0,2,0,0,2,0,0,0,9,0,9,11
JHARKHAND,2002,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2002,Divorce,0,0,0,0,0,0,0,10,0,0,0,10,10
JHARKHAND,2002,Drug Abuse/Addiction,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2002,Failure in Examination,5,4,0,0,0,9,1,2,0,0,0,3,12
JHARKHAND,2002,Fall in Social Reputation,0,0,2,0,0,2,0,0,4,0,0,4,6
JHARKHAND,2002,Family Problems,0,0,0,3,0,3,0,4,20,1,0,25,28
JHARKHAND,2002,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2002,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2002,Love Affairs,0,0,0,0,0,0,0,18,2,0,0,20,20
JHARKHAND,2002,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2002,Poverty,0,3,0,0,0,3,0,0,3,1,0,4,7
JHARKHAND,2002,Professional/Career Problem,0,2,3,2,0,7,0,0,0,0,0,0,7
JHARKHAND,2002,Property Dispute,0,0,1,0,0,1,0,0,0,0,0,0,1
JHARKHAND,2002,Unemployment,0,10,8,2,1,21,0,1,0,1,0,2,23
JHARKHAND,2002,Causes Not known,2,6,10,11,0,29,1,2,6,4,0,13,42
JHARKHAND,2002,Other Causes (Please Specity),2,20,11,12,10,55,2,10,5,12,0,29,84
JHARKHAND,2002,Total,9,45,52,36,11,153,4,47,40,28,0,119,272
JHARKHAND,2002,Total Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2003,Bankruptcy or Sudden change in Economic,0,0,15,6,0,21,0,0,0,0,0,0,21
JHARKHAND,2003,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2003,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2003,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2003,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2003,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2003,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2003,Insanity/Mental Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2003,Other Prolonged Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2003,Death of Dear Person,0,0,2,0,0,2,0,0,0,9,0,9,11
JHARKHAND,2003,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2003,Divorce,0,0,0,0,0,0,0,10,0,0,0,10,10
JHARKHAND,2003,Drug Abuse/Addiction,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2003,Failure in Examination,5,4,0,0,0,9,1,2,0,0,0,3,12
JHARKHAND,2003,Fall in Social Reputation,0,0,2,0,0,2,0,0,4,0,0,4,6
JHARKHAND,2003,Family Problems,0,0,0,3,0,3,0,4,20,1,0,25,28
JHARKHAND,2003,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2003,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2003,Love Affairs,0,0,0,0,0,0,0,18,2,0,0,20,20
JHARKHAND,2003,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2003,Poverty,0,3,0,0,0,3,0,0,3,1,0,4,7
JHARKHAND,2003,Professional/Career Problem,0,2,3,2,0,7,0,0,0,0,0,0,7
JHARKHAND,2003,Property Dispute,0,0,1,0,0,1,0,0,0,0,0,0,1
JHARKHAND,2003,Unemployment,0,10,8,2,1,21,0,1,0,1,0,2,23
JHARKHAND,2003,Causes Not known,2,6,10,11,0,29,1,2,6,4,0,13,42
JHARKHAND,2003,Other Causes (Please Specity),2,20,11,12,10,55,2,10,5,12,0,29,84
JHARKHAND,2003,Total,9,45,52,36,11,153,4,47,40,28,0,119,272
JHARKHAND,2003,Total Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2004,Bankruptcy or Sudden change in Economic,0,0,19,7,0,26,0,0,0,0,0,0,26
JHARKHAND,2004,Suspected/Illicit Relation,0,3,3,2,0,8,0,2,2,4,0,8,16
JHARKHAND,2004,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,1,2,0,0,3,3
JHARKHAND,2004,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,1,1,0,0,2,2
JHARKHAND,2004,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2004,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2004,Paralysis,0,0,0,1,0,1,0,0,0,0,0,0,1
JHARKHAND,2004,Insanity/Mental Illness,0,0,1,0,0,1,0,0,0,0,0,0,1
JHARKHAND,2004,Other Prolonged Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2004,Death of Dear Person,0,0,2,0,0,2,0,0,0,9,0,9,11
JHARKHAND,2004,Dowry Dispute,0,0,0,0,0,0,0,0,2,0,0,2,2
JHARKHAND,2004,Divorce,0,0,2,1,0,3,0,10,1,1,0,12,15
JHARKHAND,2004,Drug Abuse/Addiction,0,2,4,1,0,7,0,0,0,1,0,1,8
JHARKHAND,2004,Failure in Examination,5,6,0,0,0,11,1,5,0,0,0,6,17
JHARKHAND,2004,Fall in Social Reputation,0,0,2,2,0,4,0,0,4,0,0,4,8
JHARKHAND,2004,Family Problems,0,6,6,18,0,30,0,11,32,10,0,53,83
JHARKHAND,2004,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2004,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2004,Love Affairs,0,5,3,2,0,10,0,20,10,2,0,32,42
JHARKHAND,2004,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2004,Poverty,0,3,2,0,0,5,0,0,3,1,0,4,9
JHARKHAND,2004,Professional/Career Problem,0,4,5,2,0,11,0,0,1,0,0,1,12
JHARKHAND,2004,Property Dispute,0,0,1,0,0,1,0,0,0,0,0,0,1
JHARKHAND,2004,Unemployment,0,13,9,2,1,25,0,2,1,1,0,4,29
JHARKHAND,2004,Causes Not known,2,8,10,11,0,31,1,3,6,4,0,14,45
JHARKHAND,2004,Other Causes (Please Specity),2,22,11,12,10,57,2,10,5,12,0,29,86
JHARKHAND,2004,Total,9,72,80,61,11,233,4,65,70,45,0,184,417
JHARKHAND,2004,Total Illness,0,0,1,1,0,2,0,0,0,0,0,0,2
JHARKHAND,2005,Bankruptcy or Sudden change in Economic,0,3,8,8,1,20,0,1,5,3,0,9,29
JHARKHAND,2005,Suspected/Illicit Relation,0,4,6,6,0,16,0,4,8,2,0,14,30
JHARKHAND,2005,Cancellation/Non-Settlement of Marriage,0,3,0,0,0,3,0,3,1,0,0,4,7
JHARKHAND,2005,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,1,0,0,1,1
JHARKHAND,2005,Illness (Aids/STD),1,0,13,1,0,15,0,0,9,2,0,11,26
JHARKHAND,2005,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2005,Paralysis,0,0,0,1,0,1,0,0,0,1,0,1,2
JHARKHAND,2005,Insanity/Mental Illness,0,9,22,43,7,81,1,9,7,3,0,20,101
JHARKHAND,2005,Other Prolonged Illness,0,0,9,8,0,17,0,0,1,1,0,2,19
JHARKHAND,2005,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2005,Dowry Dispute,0,0,0,0,0,0,0,4,3,1,0,8,8
JHARKHAND,2005,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2005,Drug Abuse/Addiction,0,5,7,14,0,26,0,1,0,2,0,3,29
JHARKHAND,2005,Failure in Examination,1,24,3,0,0,28,2,9,5,0,0,16,44
JHARKHAND,2005,Fall in Social Reputation,0,0,0,2,0,2,0,0,0,0,0,0,2
JHARKHAND,2005,Family Problems,0,11,17,12,0,40,0,11,7,4,0,22,62
JHARKHAND,2005,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2005,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2005,Love Affairs,0,9,7,0,0,16,0,10,2,0,0,12,28
JHARKHAND,2005,"Physical Abuse (Rape,Incest Etc.)",0,1,0,0,0,1,0,6,0,0,0,6,7
JHARKHAND,2005,Poverty,0,0,3,1,0,4,0,0,0,0,0,0,4
JHARKHAND,2005,Professional/Career Problem,0,1,5,4,0,10,0,0,3,0,0,3,13
JHARKHAND,2005,Property Dispute,0,0,0,1,0,1,0,0,0,0,0,0,1
JHARKHAND,2005,Unemployment,0,3,5,3,0,11,1,6,1,0,0,8,19
JHARKHAND,2005,Causes Not known,1,14,19,7,2,43,3,9,12,4,0,28,71
JHARKHAND,2005,Other Causes (Please Specity),5,94,63,22,4,188,6,39,63,5,4,117,305
JHARKHAND,2005,Total,8,181,187,133,14,523,13,112,128,28,4,285,808
JHARKHAND,2005,Total Illness,1,9,44,53,7,114,1,9,17,7,0,34,148
JHARKHAND,2006,Bankruptcy or Sudden change in Economic,0,13,7,4,1,25,1,1,5,0,0,7,32
JHARKHAND,2006,Suspected/Illicit Relation,0,20,12,4,0,36,1,25,22,0,0,48,84
JHARKHAND,2006,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,3,0,0,0,3,3
JHARKHAND,2006,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,2,1,0,0,3,3
JHARKHAND,2006,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2006,Cancer,0,0,0,0,0,0,0,1,0,0,0,1,1
JHARKHAND,2006,Paralysis,0,0,0,0,1,1,0,1,0,0,0,1,2
JHARKHAND,2006,Insanity/Mental Illness,0,16,16,4,3,39,1,7,3,0,0,11,50
JHARKHAND,2006,Other Prolonged Illness,1,0,6,1,1,9,2,1,1,0,0,4,13
JHARKHAND,2006,Death of Dear Person,0,0,0,0,0,0,0,1,0,0,0,1,1
JHARKHAND,2006,Dowry Dispute,0,0,0,0,0,0,0,6,2,0,0,8,8
JHARKHAND,2006,Divorce,0,0,0,0,0,0,0,0,1,0,0,1,1
JHARKHAND,2006,Drug Abuse/Addiction,0,4,9,11,0,24,0,0,2,3,0,5,29
JHARKHAND,2006,Failure in Examination,4,18,0,0,0,22,1,7,2,0,0,10,32
JHARKHAND,2006,Fall in Social Reputation,0,4,13,2,0,19,1,6,1,1,0,9,28
JHARKHAND,2006,Family Problems,2,19,32,16,0,69,2,24,23,7,0,56,125
JHARKHAND,2006,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2006,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,1,0,0,1,1
JHARKHAND,2006,Love Affairs,0,11,2,0,0,13,0,10,1,0,0,11,24
JHARKHAND,2006,"Physical Abuse (Rape,Incest Etc.)",0,0,5,0,1,6,0,6,5,0,0,11,17
JHARKHAND,2006,Poverty,0,2,6,0,3,11,0,1,2,1,0,4,15
JHARKHAND,2006,Professional/Career Problem,0,5,5,1,0,11,0,0,0,0,0,0,11
JHARKHAND,2006,Property Dispute,0,0,0,0,0,0,0,1,2,0,0,3,3
JHARKHAND,2006,Unemployment,0,4,3,2,0,9,0,1,1,0,0,2,11
JHARKHAND,2006,Causes Not known,2,36,31,23,3,95,2,23,17,5,2,49,144
JHARKHAND,2006,Other Causes (Please Specity),12,38,46,27,9,132,4,31,28,21,2,86,218
JHARKHAND,2006,Total,21,190,193,95,22,521,15,158,120,38,4,335,856
JHARKHAND,2006,Total Illness,1,16,22,5,5,49,3,10,4,0,0,17,66
JHARKHAND,2007,Bankruptcy or Sudden change in Economic,0,3,5,9,5,22,0,0,4,1,0,5,27
JHARKHAND,2007,Suspected/Illicit Relation,2,14,10,2,0,28,0,12,12,2,0,26,54
JHARKHAND,2007,Cancellation/Non-Settlement of Marriage,0,3,9,0,0,12,0,4,6,1,0,11,23
JHARKHAND,2007,Not having Children(Barrenness/Impotency,0,0,8,3,2,13,0,4,4,1,0,9,22
JHARKHAND,2007,Illness (Aids/STD),0,1,0,0,0,1,0,1,0,0,0,1,2
JHARKHAND,2007,Cancer,0,0,0,2,0,2,0,0,0,0,0,0,2
JHARKHAND,2007,Paralysis,0,0,0,3,1,4,0,0,0,0,0,0,4
JHARKHAND,2007,Insanity/Mental Illness,0,15,22,8,2,47,0,4,8,7,0,19,66
JHARKHAND,2007,Other Prolonged Illness,1,5,7,12,7,32,0,5,1,1,0,7,39
JHARKHAND,2007,Death of Dear Person,0,0,0,0,0,0,0,1,0,0,0,1,1
JHARKHAND,2007,Dowry Dispute,0,5,0,0,0,5,0,13,12,1,0,26,31
JHARKHAND,2007,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2007,Drug Abuse/Addiction,3,10,29,8,1,51,0,0,0,0,0,0,51
JHARKHAND,2007,Failure in Examination,11,23,0,0,0,34,3,3,2,0,0,8,42
JHARKHAND,2007,Fall in Social Reputation,0,3,1,1,0,5,0,14,1,1,0,16,21
JHARKHAND,2007,Family Problems,0,15,26,11,2,54,3,25,15,3,1,47,101
JHARKHAND,2007,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,1,0,0,0,1,1
JHARKHAND,2007,Illegitimate Pregnancy,0,0,0,0,0,0,0,1,0,0,0,1,1
JHARKHAND,2007,Love Affairs,0,8,2,0,0,10,0,6,0,0,0,6,16
JHARKHAND,2007,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,1,0,0,0,1,1
JHARKHAND,2007,Poverty,0,0,2,4,1,7,0,0,0,0,1,1,8
JHARKHAND,2007,Professional/Career Problem,0,0,4,0,0,4,0,1,0,0,0,1,5
JHARKHAND,2007,Property Dispute,0,0,6,0,0,6,0,2,2,0,0,4,10
JHARKHAND,2007,Unemployment,0,13,2,6,0,21,0,2,0,0,0,2,23
JHARKHAND,2007,Causes Not known,1,26,46,22,5,100,4,9,14,3,1,31,131
JHARKHAND,2007,Other Causes (Please Specity),28,117,137,106,34,422,12,69,54,33,17,185,607
JHARKHAND,2007,Total,46,261,316,197,60,880,22,178,135,54,20,409,1289
JHARKHAND,2007,Total Illness,1,21,29,25,10,86,0,10,9,8,0,27,113
JHARKHAND,2008,Bankruptcy or Sudden change in Economic,0,3,3,1,0,7,0,0,3,0,0,3,10
JHARKHAND,2008,Suspected/Illicit Relation,0,1,8,1,0,10,0,3,7,4,0,14,24
JHARKHAND,2008,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,1,3,0,0,4,4
JHARKHAND,2008,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,1,0,0,1,1
JHARKHAND,2008,Illness (Aids/STD),0,2,0,2,3,7,0,1,1,0,0,2,9
JHARKHAND,2008,Cancer,0,0,0,2,0,2,0,0,0,0,0,0,2
JHARKHAND,2008,Paralysis,0,0,0,0,1,1,0,0,0,0,0,0,1
JHARKHAND,2008,Insanity/Mental Illness,2,8,7,5,0,22,2,2,0,1,0,5,27
JHARKHAND,2008,Other Prolonged Illness,0,5,14,7,0,26,0,4,1,3,0,8,34
JHARKHAND,2008,Death of Dear Person,0,0,0,0,0,0,0,1,1,0,0,2,2
JHARKHAND,2008,Dowry Dispute,0,0,0,2,0,2,0,0,3,0,0,3,5
JHARKHAND,2008,Divorce,0,3,6,3,0,12,0,0,0,1,0,1,13
JHARKHAND,2008,Drug Abuse/Addiction,0,3,18,12,2,35,0,0,1,1,0,2,37
JHARKHAND,2008,Failure in Examination,1,9,8,0,0,18,1,15,0,0,0,16,34
JHARKHAND,2008,Fall in Social Reputation,0,1,1,2,0,4,0,0,4,0,1,5,9
JHARKHAND,2008,Family Problems,0,13,27,21,10,71,12,16,23,8,0,59,130
JHARKHAND,2008,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2008,Illegitimate Pregnancy,0,0,0,0,0,0,0,3,0,0,0,3,3
JHARKHAND,2008,Love Affairs,0,12,1,0,0,13,1,9,0,0,0,10,23
JHARKHAND,2008,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,3,4,0,7,7
JHARKHAND,2008,Poverty,0,0,1,0,1,2,0,0,1,0,0,1,3
JHARKHAND,2008,Professional/Career Problem,0,0,1,2,0,3,0,0,0,0,0,0,3
JHARKHAND,2008,Property Dispute,0,0,4,0,0,4,0,0,0,0,0,0,4
JHARKHAND,2008,Unemployment,0,1,2,0,0,3,0,0,0,0,0,0,3
JHARKHAND,2008,Causes Not known,5,30,51,35,8,129,7,16,16,4,1,44,173
JHARKHAND,2008,Other Causes (Please Specity),12,80,86,39,14,231,8,42,40,24,5,119,350
JHARKHAND,2008,Total,20,171,238,134,39,602,31,113,108,50,7,309,911
JHARKHAND,2008,Total Illness,2,15,21,16,4,58,2,7,2,4,0,15,73
JHARKHAND,2009,Bankruptcy or Sudden change in Economic,0,2,7,2,0,11,0,0,4,2,0,6,17
JHARKHAND,2009,Suspected/Illicit Relation,0,6,5,4,0,15,0,9,7,2,0,18,33
JHARKHAND,2009,Cancellation/Non-Settlement of Marriage,0,0,2,2,0,4,0,5,2,0,0,7,11
JHARKHAND,2009,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,3,13,2,0,18,18
JHARKHAND,2009,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2009,Cancer,0,2,0,1,0,3,1,0,0,0,0,1,4
JHARKHAND,2009,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2009,Insanity/Mental Illness,1,9,23,11,2,46,0,1,3,9,1,14,60
JHARKHAND,2009,Other Prolonged Illness,0,3,3,14,9,29,0,3,5,2,0,10,39
JHARKHAND,2009,Death of Dear Person,0,0,0,0,0,0,0,2,0,0,0,2,2
JHARKHAND,2009,Dowry Dispute,0,1,0,0,0,1,0,9,4,0,0,13,14
JHARKHAND,2009,Divorce,0,0,2,1,0,3,0,3,1,1,0,5,8
JHARKHAND,2009,Drug Abuse/Addiction,0,9,18,12,1,40,1,1,0,0,0,2,42
JHARKHAND,2009,Failure in Examination,2,11,3,0,0,16,2,4,0,0,0,6,22
JHARKHAND,2009,Fall in Social Reputation,0,2,5,4,0,11,0,4,2,3,0,9,20
JHARKHAND,2009,Family Problems,0,15,40,15,4,74,4,24,18,2,5,53,127
JHARKHAND,2009,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,2009,Illegitimate Pregnancy,0,0,0,0,0,0,0,5,2,0,0,7,7
JHARKHAND,2009,Love Affairs,0,24,7,2,0,33,3,13,1,0,0,17,50
JHARKHAND,2009,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,2,1,0,0,3,3
JHARKHAND,2009,Poverty,0,2,5,3,1,11,0,2,2,2,0,6,17
JHARKHAND,2009,Professional/Career Problem,0,0,4,3,0,7,0,0,0,0,0,0,7
JHARKHAND,2009,Property Dispute,0,3,21,12,3,39,0,2,0,0,0,2,41
JHARKHAND,2009,Unemployment,0,8,21,1,2,32,0,0,0,0,0,0,32
JHARKHAND,2009,Causes Not known,1,26,31,30,9,97,4,10,16,5,2,37,134
JHARKHAND,2009,Other Causes (Please Specity),12,80,75,85,20,272,7,33,43,34,15,132,404
JHARKHAND,2009,Total,16,203,272,202,51,744,22,135,124,64,23,368,1112
JHARKHAND,2009,Total Illness,1,14,26,26,11,78,1,4,8,11,1,25,103
JHARKHAND,2010,Bankruptcy or Sudden change in Economic,0,3,4,1,0,8,0,3,6,3,1,13,21
JHARKHAND,2010,Suspected/Illicit Relation,0,11,11,2,0,24,0,10,9,2,0,21,45
JHARKHAND,2010,Cancellation/Non-Settlement of Marriage,0,0,1,1,0,2,0,2,4,0,0,6,8
JHARKHAND,2010,Not having Children(Barrenness/Impotency,0,1,0,2,0,3,0,4,4,8,0,16,19
JHARKHAND,2010,Illness (Aids/STD),1,3,0,0,0,4,0,0,1,0,0,1,5
JHARKHAND,2010,Cancer,0,0,0,0,0,0,0,0,1,0,0,1,1
JHARKHAND,2010,Paralysis,0,0,2,0,0,2,0,0,0,0,0,0,2
JHARKHAND,2010,Insanity/Mental Illness,1,4,15,5,0,25,0,1,4,3,0,8,33
JHARKHAND,2010,Other Prolonged Illness,0,7,5,8,1,21,0,1,2,7,0,10,31
JHARKHAND,2010,Death of Dear Person,63,10,3,6,1,83,0,5,4,4,0,13,96
JHARKHAND,2010,Dowry Dispute,0,0,1,0,0,1,0,12,8,0,0,20,21
JHARKHAND,2010,Divorce,0,1,3,1,0,5,0,1,3,1,0,5,10
JHARKHAND,2010,Drug Abuse/Addiction,0,2,9,1,0,12,0,0,0,3,0,3,15
JHARKHAND,2010,Failure in Examination,9,32,3,0,0,44,5,14,0,0,0,19,63
JHARKHAND,2010,Fall in Social Reputation,2,6,1,0,0,9,0,2,1,0,0,3,12
JHARKHAND,2010,Family Problems,0,20,24,16,1,61,1,15,20,5,0,41,102
JHARKHAND,2010,Ideological Causes/Hero Worshipping,0,3,2,0,0,5,0,0,2,0,0,2,7
JHARKHAND,2010,Illegitimate Pregnancy,0,0,0,0,0,0,0,8,1,1,0,10,10
JHARKHAND,2010,Love Affairs,1,14,9,0,0,24,1,29,3,0,0,33,57
JHARKHAND,2010,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,1,0,1,0,2,2
JHARKHAND,2010,Poverty,0,0,0,1,0,1,0,0,1,1,2,4,5
JHARKHAND,2010,Professional/Career Problem,0,0,6,5,0,11,0,0,0,0,0,0,11
